alpha,fixed_accuracy,adaptive_accuracy,accuracy_difference,fixed_forgetting,adaptive_forgetting,forgetting_reduction,relative_forgetting_reduction
0.1,32.190000000000005,28.28,-3.9100000000000037,7.5625,3.987499999999999,3.575000000000001,47.27272727272729
0.5,46.57,45.769999999999996,-0.8000000000000043,4.800000000000001,2.0124999999999993,2.7875000000000014,58.072916666666686
1.0,48.29,44.46,-3.8299999999999983,5.149999999999999,1.4749999999999979,3.6750000000000007,71.35922330097091
