seed,task,round,client,old_gradient_norm,new_gradient_norm,magnitude_ratio,balance_score,retention_weight
2026,1,1,0,0.0,0.0,0.0,0.0,0.0
2026,1,1,1,0.0,0.0,0.0,0.0,0.0
2026,1,1,2,0.0,0.0,0.0,0.0,0.0
2026,1,1,3,0.0,0.0,0.0,0.0,0.0
2026,1,1,4,0.0,0.0,0.0,0.0,0.0
2026,1,2,0,0.0,0.0,0.0,0.0,0.0
2026,1,2,1,0.0,0.0,0.0,0.0,0.0
2026,1,2,2,0.0,0.0,0.0,0.0,0.0
2026,1,2,3,0.0,0.0,0.0,0.0,0.0
2026,1,2,4,0.0,0.0,0.0,0.0,0.0
2026,1,3,0,0.0,0.0,0.0,0.0,0.0
2026,1,3,1,0.0,0.0,0.0,0.0,0.0
2026,1,3,2,0.0,0.0,0.0,0.0,0.0
2026,1,3,3,0.0,0.0,0.0,0.0,0.0
2026,1,3,4,0.0,0.0,0.0,0.0,0.0
2026,2,1,0,4.696375881359533,49.47640379797876,0.09492152866517142,0.9133074597766734,1.4133074597766733
2026,2,1,1,2.290333836409236,45.18696383663367,0.05068572087935638,0.9517593892520421,1.4517593892520422
2026,2,1,2,2.9336072091106242,45.5279048425244,0.06443536594221846,0.9394652150765364,1.4394652150765364
2026,2,1,3,2.141166634150445,44.273606284718284,0.048362146520904786,0.9538688546878366,1.4538688546878364
2026,2,1,4,0.9352537162127973,45.17606396287723,0.02070241703618331,0.9797174801483088,1.4797174801483088
2026,2,2,0,4.681600543054677,22.75506140564062,0.2057388666019586,0.8293669779578222,1.329366977957822
2026,2,2,1,1.6465153581997827,20.070782295481173,0.08203543508966288,0.9241841510644107,1.4241841510644107
2026,2,2,2,5.4943432206094105,18.849158823472454,0.2914901016042759,0.7742993916544595,1.2742993916544596
2026,2,2,3,4.418344120627946,20.202989550503034,0.21869754026169436,0.82054814009489,1.32054814009489
2026,2,2,4,0.9858843485210917,20.230934782934124,0.048731527193330154,0.9535328862251358,1.4535328862251358
2026,2,3,0,4.509253836004078,21.821447260981632,0.2066432066614918,0.8287453942302693,1.3287453942302694
2026,2,3,1,1.448899933144855,18.476892243763636,0.07841686329224618,0.927285203003127,1.4272852030031271
2026,2,3,2,5.841194128990702,17.289840541972197,0.33783967612717375,0.7474737203898588,1.2474737203898587
2026,2,3,3,4.756293947468586,18.49110393750077,0.2572206593800144,0.7954053192962053,1.2954053192962052
2026,2,3,4,1.2638919467478273,18.5903760180951,0.06798635732367864,0.9363415488807341,1.436341548880734
2026,3,1,0,11.153923748817833,33.799089034296074,0.3300066382706223,0.7518759464992204,1.2518759464992204
2026,3,1,1,9.665256702847644,38.358178069947364,0.25197382120763107,0.79873874601898,1.29873874601898
2026,3,1,2,9.299163739189838,38.29299069491237,0.24284245159323864,0.8046072120549492,1.3046072120549492
2026,3,1,3,10.107889825612423,34.25851575505858,0.2950475116283929,0.772172442339641,1.272172442339641
2026,3,1,4,9.475721231399131,33.58703032554908,0.28212441348798944,0.7799555093717415,1.2799555093717414
2026,3,2,0,5.712833674546387,12.01615537166141,0.4754294113089541,0.6777687853685583,1.1777687853685583
2026,3,2,1,5.2270814824349685,14.835943429452556,0.3523255199300456,0.7394669295686009,1.239466929568601
2026,3,2,2,4.7528012506999096,14.907415737297475,0.318821272208057,0.7582528588772818,1.2582528588772819
2026,3,2,3,5.656740665558768,13.888916025280933,0.4072845321594448,0.7105883544853945,1.2105883544853944
2026,3,2,4,5.017929780081367,12.212135153701965,0.41089700670073487,0.7087689570894582,1.2087689570894582
2026,3,3,0,7.20427953969004,11.96488686702331,0.6021184838400196,0.6241735614978223,1.1241735614978223
2026,3,3,1,5.995984623813731,16.082080835428577,0.3728363689482456,0.7284189307761825,1.2284189307761824
2026,3,3,2,5.6834446222201205,16.224635531623782,0.35029721383522283,0.7405776963426133,1.2405776963426134
2026,3,3,3,6.535451467952076,14.64275945149458,0.44632649259867196,0.6914068193573585,1.1914068193573586
2026,3,3,4,5.766665916584441,12.267037380503991,0.47009442766914006,0.680228413344465,1.180228413344465
2026,4,1,0,6.957966762220859,32.19064492027926,0.21614872207289348,0.822267854128478,1.322267854128478
2026,4,1,1,7.495903496703392,33.49941339753183,0.22376223152777508,0.8171522001880589,1.317152200188059
2026,4,1,2,7.271105626944899,33.02097148274706,0.2201965993260894,0.8195400647340488,1.3195400647340487
2026,4,1,3,7.394567625935672,33.49461809694762,0.2207688293245332,0.8191559089473825,1.3191559089473825
2026,4,1,4,6.221051449732487,34.206803175473084,0.18186591181349898,0.8461196739869868,1.346119673986987
2026,4,2,0,3.1622126779181596,6.943037593805431,0.4554508938190146,0.6870723047040884,1.1870723047040883
2026,4,2,1,3.1169632742003475,8.740506024108392,0.3566113066683629,0.7371308163837569,1.2371308163837569
2026,4,2,2,3.1183427451238757,8.035884940042083,0.3880521894465001,0.7204340064465701,1.22043400644657
2026,4,2,3,3.6041360150487316,7.7150011157633305,0.4671594936887663,0.6815891553042043,1.1815891553042044
2026,4,2,4,2.7857037523746464,8.094666985536335,0.344140624605291,0.7439697764462168,1.2439697764462168
2026,4,3,0,4.55807297229676,9.728676025724074,0.4685193504485158,0.6809580001070308,1.1809580001070308
2026,4,3,1,4.528560862384762,12.836396409396938,0.35279066787539043,0.7392126688532383,1.2392126688532383
2026,4,3,2,4.269966841536737,11.323525328589671,0.37708811678599197,0.7261699435282527,1.2261699435282527
2026,4,3,3,4.821214662580127,11.535818661621846,0.4179343316672667,0.7052512783325244,1.2052512783325244
2026,4,3,4,3.7782620755556184,12.454634657800227,0.3033619354855201,0.7672465895878771,1.267246589587877
2026,5,1,0,3.9193476557265363,40.29095059109944,0.09727612772164902,0.911347631408281,1.411347631408281
2026,5,1,1,5.00107188805293,43.5992049191757,0.11470557541872183,0.8970978723456574,1.3970978723456575
2026,5,1,2,4.447537543809011,41.20128987275754,0.10794656083691283,0.9025706070558157,1.4025706070558157
2026,5,1,3,4.285949283737327,43.880169037556996,0.09767394651713601,0.9110173409626117,1.4110173409626117
2026,5,1,4,4.124319089878221,39.40065828789439,0.10467640057540074,0.9052424759677109,1.405242475967711
2026,5,2,0,1.8974954764667737,8.163133534597199,0.2324469480285393,0.8113939521693073,1.3113939521693072
2026,5,2,1,2.0295640039444125,8.81732220469926,0.23017918102873802,0.8128897118577768,1.312889711857777
2026,5,2,2,1.809618159246746,7.881426260222796,0.22960541651954267,0.8132690264413613,1.3132690264413613
2026,5,2,3,1.9547682251201528,9.049524798747033,0.21600783119469294,0.8223631249293996,1.3223631249293994
2026,5,2,4,1.7215396624826231,7.04044257965588,0.24452151168123343,0.8035216672542289,1.303521667254229
2026,5,3,0,2.7545220542158937,13.336617128991612,0.2065382868514542,0.8288174614081206,1.3288174614081205
2026,5,3,1,3.487883743665343,11.181454284647844,0.3119347139355479,0.7622330512164786,1.2622330512164786
2026,5,3,2,3.113387888436585,9.441276225850709,0.3297634571808879,0.7520134461507193,1.2520134461507193
2026,5,3,3,2.882933249131849,11.653485632564275,0.24738806396908308,0.8016751393451681,1.3016751393451682
2026,5,3,4,2.473508031064496,8.804427823643593,0.2809391002583729,0.7806772389086887,1.2806772389086887
